=== Simulacion de particulas ===

tiempo,x0,y0,x1,y1,x2,y2,x3,y3
44.8,352.993,442.028,-1,-1,162.839,64.8445,-1,-1
44.85,354.078,440.292,-1,-1,163.767,66.0045,-1,-1
44.9,355.163,438.556,-1,-1,164.696,67.1645,-1,-1
44.95,356.248,436.82,-1,-1,165.625,68.3245,-1,-1
45,357.332,435.084,-1,-1,166.553,69.4845,-1,-1
45.05,358.417,433.348,-1,-1,167.482,70.6445,-1,-1
45.1,359.502,431.612,-1,-1,168.41,71.8045,-1,-1
45.15,360.587,429.876,-1,-1,169.339,72.9645,-1,-1
45.2,361.672,428.14,-1,-1,170.267,74.1245,-1,-1
45.25,362.756,426.404,-1,-1,171.196,75.2845,-1,-1
45.3,363.841,424.668,-1,-1,172.125,76.4445,-1,-1
45.35,364.926,422.932,-1,-1,173.053,77.6045,-1,-1
45.4,366.011,421.196,-1,-1,173.982,78.7645,-1,-1
45.45,367.096,419.46,-1,-1,174.91,79.9245,-1,-1
45.5,368.18,417.724,-1,-1,175.839,81.0845,-1,-1
45.55,369.265,415.988,-1,-1,176.767,82.2445,-1,-1
45.6,370.35,414.252,-1,-1,177.696,83.4045,-1,-1
45.65,371.435,412.516,-1,-1,178.625,84.5645,-1,-1
45.7,372.52,410.78,-1,-1,179.553,85.7245,-1,-1
45.75,373.604,409.044,-1,-1,180.482,86.8845,-1,-1
45.8,374.689,407.308,-1,-1,181.41,88.0445,-1,-1
45.85,375.774,405.572,-1,-1,182.339,89.2045,-1,-1
45.9,376.859,403.836,-1,-1,183.267,90.3645,-1,-1
45.95,377.944,402.1,-1,-1,184.196,91.5245,-1,-1
46,379.028,400.364,-1,-1,185.125,92.6845,-1,-1
46.05,380.113,398.628,-1,-1,186.053,93.8445,-1,-1
46.1,381.198,396.892,-1,-1,186.982,95.0045,-1,-1
46.15,382.283,395.156,-1,-1,187.91,96.1645,-1,-1
46.2,383.368,393.42,-1,-1,188.839,97.3245,-1,-1
46.25,384.452,391.684,-1,-1,189.767,98.4845,-1,-1
46.3,385.537,389.948,-1,-1,190.696,99.6445,-1,-1
46.35,386.622,388.212,-1,-1,191.625,100.805,-1,-1
46.4,387.707,386.476,-1,-1,192.553,101.965,-1,-1
46.45,388.792,384.74,-1,-1,193.482,103.125,-1,-1
46.5,389.876,383.004,-1,-1,194.41,104.285,-1,-1
46.55,390.961,381.268,-1,-1,195.339,105.445,-1,-1
46.6,392.046,379.532,-1,-1,196.267,106.605,-1,-1
46.65,393.131,377.796,-1,-1,197.196,107.765,-1,-1
46.7,394.216,376.06,-1,-1,198.125,108.925,-1,-1
46.75,395.3,374.324,-1,-1,199.053,110.085,-1,-1
46.8,396.385,372.588,-1,-1,199.982,111.245,-1,-1
46.85,397.47,370.852,-1,-1,200.91,112.405,-1,-1
46.9,398.555,369.116,-1,-1,201.839,113.565,-1,-1
46.95,399.64,367.38,-1,-1,202.767,114.725,-1,-1
47,400.724,365.644,-1,-1,203.696,115.885,-1,-1
47.05,401.809,363.908,-1,-1,204.625,117.045,-1,-1
47.1,402.894,362.172,-1,-1,205.553,118.205,-1,-1
47.15,403.979,360.436,-1,-1,206.482,119.365,-1,-1
47.2,405.064,358.7,-1,-1,207.41,120.525,-1,-1
47.25,406.148,356.964,-1,-1,208.339,121.685,-1,-1
47.3,407.233,355.228,-1,-1,209.267,122.845,-1,-1
47.35,408.318,353.492,-1,-1,210.196,124.005,-1,-1
47.4,409.403,351.756,-1,-1,211.125,125.165,-1,-1
47.45,410.488,350.02,-1,-1,212.053,126.325,-1,-1
47.5,411.572,348.284,-1,-1,212.982,127.485,-1,-1
47.55,412.657,346.548,-1,-1,213.91,128.645,-1,-1
47.6,413.742,344.812,-1,-1,214.839,129.805,-1,-1
47.65,414.827,343.076,-1,-1,215.767,130.965,-1,-1
47.7,415.912,341.34,-1,-1,216.696,132.125,-1,-1
47.75,416.996,339.604,-1,-1,217.625,133.285,-1,-1
47.8,418.081,337.868,-1,-1,218.553,133.875,-1,-1
47.85,419.166,336.132,-1,-1,219.482,133.063,-1,-1
47.9,420.251,334.396,-1,-1,220.41,132.251,-1,-1
47.95,421.336,332.66,-1,-1,221.339,131.439,-1,-1
48,422.42,330.924,-1,-1,222.267,130.627,-1,-1
48.05,423.505,329.188,-1,-1,223.196,129.815,-1,-1
48.1,424.59,327.452,-1,-1,224.125,129.003,-1,-1
48.15,425.675,325.716,-1,-1,225.053,128.191,-1,-1
48.2,426.76,323.98,-1,-1,225.982,127.379,-1,-1
48.25,427.844,322.244,-1,-1,226.91,126.567,-1,-1
48.3,428.929,320.508,-1,-1,227.839,125.755,-1,-1
48.35,430.014,318.772,-1,-1,228.767,124.943,-1,-1
48.4,431.099,317.036,-1,-1,229.696,124.131,-1,-1
48.45,432.184,315.3,-1,-1,230.625,123.319,-1,-1
48.5,433.268,313.564,-1,-1,231.553,122.507,-1,-1
48.55,434.353,311.828,-1,-1,232.482,121.695,-1,-1
48.6,434.38,310.092,-1,-1,233.41,120.883,-1,-1
48.65,433.729,308.356,-1,-1,234.339,120.071,-1,-1
48.7,433.078,306.62,-1,-1,235.267,119.259,-1,-1
48.75,432.427,304.884,-1,-1,236.196,118.447,-1,-1
48.8,431.776,303.148,-1,-1,237.125,117.635,-1,-1
48.85,431.125,301.412,-1,-1,238.053,116.823,-1,-1
48.9,430.474,299.676,-1,-1,238.982,116.011,-1,-1
48.95,429.823,297.94,-1,-1,239.91,115.199,-1,-1
49,429.172,296.204,-1,-1,240.839,114.387,-1,-1
49.05,428.522,294.468,-1,-1,241.767,113.575,-1,-1
49.1,427.871,292.732,-1,-1,242.696,112.763,-1,-1
49.15,427.22,290.996,-1,-1,243.625,111.951,-1,-1
49.2,426.569,289.26,-1,-1,244.553,111.139,-1,-1
49.25,425.918,287.524,-1,-1,245.482,110.327,-1,-1
49.3,425.267,285.788,-1,-1,246.41,109.515,-1,-1
49.35,424.616,284.052,-1,-1,247.339,108.703,-1,-1
49.4,423.965,282.316,-1,-1,248.267,107.891,-1,-1
49.45,423.315,280.58,-1,-1,249.196,107.079,-1,-1
49.5,422.664,278.844,-1,-1,250.125,106.267,-1,-1
49.55,422.013,277.108,-1,-1,251.053,105.455,-1,-1
49.6,421.362,275.372,-1,-1,251.982,104.643,-1,-1
49.65,420.711,273.636,-1,-1,252.91,103.831,-1,-1
49.7,420.06,271.9,-1,-1,253.839,103.019,-1,-1
49.75,419.409,270.164,-1,-1,254.767,102.207,-1,-1
49.8,418.758,268.428,-1,-1,255.696,101.395,-1,-1
49.85,418.108,266.692,-1,-1,256.625,100.583,-1,-1
49.9,417.457,264.956,-1,-1,257.553,99.7715,-1,-1
49.95,416.806,263.22,-1,-1,258.482,98.9595,-1,-1
50,416.155,261.484,-1,-1,259.41,98.1475,-1,-1
50.05,415.504,259.748,-1,-1,260.339,97.3355,-1,-1
50.1,414.853,258.012,-1,-1,261.267,96.5235,-1,-1
50.15,414.202,256.276,-1,-1,262.196,95.7115,-1,-1
50.2,413.551,254.54,-1,-1,263.125,94.8995,-1,-1
50.25,412.9,252.804,-1,-1,264.053,94.0875,-1,-1
50.3,412.25,251.068,-1,-1,264.982,93.2755,-1,-1
50.35,411.599,249.332,-1,-1,265.91,92.4635,-1,-1
50.4,410.948,247.596,-1,-1,266.839,91.6515,-1,-1
50.45,410.297,245.86,-1,-1,267.767,90.8395,-1,-1
50.5,409.646,244.124,-1,-1,268.696,90.0275,-1,-1
50.55,408.995,242.388,-1,-1,269.625,89.2155,-1,-1
50.6,408.344,240.652,-1,-1,270.553,88.4035,-1,-1
50.65,407.693,238.916,-1,-1,271.482,87.5915,-1,-1
50.7,407.043,237.18,-1,-1,272.41,86.7795,-1,-1
50.75,406.392,235.444,-1,-1,273.339,85.9675,-1,-1
50.8,405.741,233.708,-1,-1,274.267,85.1555,-1,-1
50.85,405.09,231.972,-1,-1,275.196,84.3435,-1,-1
50.9,404.439,230.236,-1,-1,276.125,83.5315,-1,-1
50.95,403.788,228.5,-1,-1,277.053,82.7195,-1,-1
51,403.137,226.764,-1,-1,277.982,81.9075,-1,-1
51.05,402.486,225.028,-1,-1,278.91,81.0955,-1,-1
51.1,401.836,223.292,-1,-1,279.839,80.2835,-1,-1
51.15,401.185,221.556,-1,-1,280.767,79.4715,-1,-1
51.2,400.534,219.82,-1,-1,281.696,78.6595,-1,-1
51.25,399.883,218.084,-1,-1,282.625,77.8475,-1,-1
51.3,399.232,216.348,-1,-1,283.553,77.0355,-1,-1
51.35,398.581,214.612,-1,-1,284.482,76.2235,-1,-1
51.4,397.93,212.876,-1,-1,285.41,75.4115,-1,-1
51.45,397.279,211.14,-1,-1,286.339,74.5995,-1,-1
51.5,396.628,209.404,-1,-1,287.267,73.7875,-1,-1
51.55,395.978,207.668,-1,-1,288.196,72.9755,-1,-1
51.6,395.327,205.932,-1,-1,289.125,72.1635,-1,-1
51.65,394.676,204.196,-1,-1,290.053,71.3515,-1,-1
51.7,394.025,202.46,-1,-1,290.982,70.5395,-1,-1
51.75,393.374,200.724,-1,-1,291.91,69.7275,-1,-1
51.8,392.723,198.988,-1,-1,292.839,68.9155,-1,-1
51.85,392.072,197.252,-1,-1,293.767,68.1035,-1,-1
51.9,391.421,195.516,-1,-1,294.696,67.2915,-1,-1
51.95,390.771,193.78,-1,-1,295.625,66.4795,-1,-1
52,390.12,192.044,-1,-1,296.553,65.6675,-1,-1
52.05,389.469,190.308,-1,-1,297.482,64.8555,-1,-1
52.1,388.818,188.572,-1,-1,298.41,64.0435,-1,-1
52.15,388.167,186.836,-1,-1,299.339,63.2315,-1,-1
52.2,387.516,185.1,-1,-1,300.267,62.4195,-1,-1
52.25,386.865,183.364,-1,-1,301.196,61.6075,-1,-1
52.3,386.214,181.628,-1,-1,302.125,60.7955,-1,-1
52.35,385.564,179.892,-1,-1,303.053,59.9835,-1,-1
52.4,384.913,178.156,-1,-1,303.982,59.1715,-1,-1
52.45,384.262,176.42,-1,-1,304.91,58.3595,-1,-1
52.5,383.611,174.684,-1,-1,305.839,57.5475,-1,-1
52.55,382.96,172.948,-1,-1,306.767,56.7355,-1,-1
52.6,382.309,171.212,-1,-1,307.696,55.9235,-1,-1
52.65,381.658,169.476,-1,-1,308.625,55.1115,-1,-1
52.7,381.007,167.74,-1,-1,309.553,54.2995,-1,-1
52.75,380.356,166.004,-1,-1,310.482,53.4875,-1,-1
52.8,379.706,164.268,-1,-1,311.41,52.6755,-1,-1
52.85,379.055,162.532,-1,-1,312.339,51.8635,-1,-1
52.9,378.404,160.796,-1,-1,313.267,51.0515,-1,-1
52.95,377.753,159.06,-1,-1,314.196,50.2395,-1,-1
53,377.102,157.324,-1,-1,315.125,49.4275,-1,-1
53.05,376.451,155.588,-1,-1,316.053,48.6155,-1,-1
53.1,375.8,153.852,-1,-1,316.982,47.8035,-1,-1
53.15,375.149,152.116,-1,-1,317.91,46.9915,-1,-1
53.2,374.499,150.38,-1,-1,318.839,46.1795,-1,-1
53.25,373.848,148.644,-1,-1,319.767,45.3675,-1,-1
53.3,373.197,146.908,-1,-1,320.696,44.5555,-1,-1
53.35,372.546,145.172,-1,-1,321.625,43.7435,-1,-1
53.4,371.895,143.436,-1,-1,322.553,42.9315,-1,-1
53.45,371.244,141.7,-1,-1,323.482,42.1195,-1,-1
53.5,370.593,139.964,-1,-1,324.41,41.3075,-1,-1
53.55,369.942,138.228,-1,-1,325.339,40.4955,-1,-1
53.6,369.292,136.492,-1,-1,326.267,39.6835,-1,-1
53.65,368.641,134.756,-1,-1,327.196,38.8715,-1,-1
53.7,367.99,133.02,-1,-1,328.125,38.0595,-1,-1
53.75,367.339,131.284,-1,-1,329.053,37.2475,-1,-1
53.8,366.688,129.548,-1,-1,329.982,36.4355,-1,-1
53.85,366.037,127.812,-1,-1,330.91,35.6235,-1,-1
53.9,365.386,126.076,-1,-1,331.839,34.8115,-1,-1
53.95,364.735,124.34,-1,-1,332.767,33.9995,-1,-1
54,364.084,122.604,-1,-1,333.696,33.1875,-1,-1
54.05,363.434,120.868,-1,-1,334.625,32.3755,-1,-1
54.1,362.783,119.132,-1,-1,335.553,31.5635,-1,-1
54.15,362.132,117.396,-1,-1,336.482,30.7515,-1,-1
54.2,361.481,115.66,-1,-1,337.41,29.9395,-1,-1
54.25,360.83,113.924,-1,-1,338.339,29.1275,-1,-1
54.3,360.179,112.188,-1,-1,339.267,28.3155,-1,-1
54.35,359.528,110.452,-1,-1,340.196,27.5035,-1,-1
54.4,358.877,108.716,-1,-1,341.125,26.6915,-1,-1
54.45,358.227,106.98,-1,-1,342.053,25.8795,-1,-1
54.5,357.576,105.244,-1,-1,342.982,25.0675,-1,-1
54.55,356.925,103.508,-1,-1,343.91,24.2555,-1,-1
54.6,356.274,101.772,-1,-1,344.839,23.4435,-1,-1
54.65,355.623,100.036,-1,-1,345.767,22.6315,-1,-1
54.7,354.972,98.2995,-1,-1,346.696,21.8195,-1,-1
54.75,354.321,96.5635,-1,-1,347.625,21.0075,-1,-1
54.8,353.67,94.8275,-1,-1,348.553,20.1955,-1,-1
54.85,353.02,93.0915,-1,-1,349.482,19.3835,-1,-1
54.9,352.369,91.3555,-1,-1,350.41,18.5715,-1,-1
54.95,351.718,89.6195,-1,-1,351.339,17.7595,-1,-1
55,351.067,87.8835,-1,-1,352.267,16.9475,-1,-1
55.05,350.416,86.1475,-1,-1,353.196,16.1355,-1,-1
55.1,349.765,84.4115,-1,-1,354.125,16.1245,-1,-1
55.15,349.114,82.6755,-1,-1,355.053,16.9365,-1,-1
55.2,348.463,80.9395,-1,-1,355.982,17.7485,-1,-1
55.25,347.812,79.2035,-1,-1,356.91,18.5605,-1,-1
55.3,347.162,77.4675,-1,-1,357.839,19.3725,-1,-1
55.35,346.511,75.7315,-1,-1,358.767,20.1845,-1,-1
55.4,345.86,73.9955,-1,-1,359.696,20.9965,-1,-1
55.45,345.209,72.2595,-1,-1,360.625,21.8085,-1,-1
55.5,344.558,70.5235,-1,-1,361.553,22.6205,-1,-1
55.55,343.907,68.7875,-1,-1,362.482,23.4325,-1,-1
55.6,343.256,67.0515,-1,-1,363.41,24.2445,-1,-1
55.65,342.605,65.3155,-1,-1,364.339,25.0565,-1,-1
55.7,341.955,63.5795,-1,-1,365.267,25.8685,-1,-1
55.75,341.304,61.8435,-1,-1,366.196,26.6805,-1,-1
55.8,340.653,60.1075,-1,-1,367.125,27.4925,-1,-1
55.85,340.002,58.3715,-1,-1,368.053,28.3045,-1,-1
55.9,339.351,56.6355,-1,-1,368.982,29.1165,-1,-1
55.95,338.7,54.8995,-1,-1,369.91,29.9285,-1,-1
56,338.049,53.1635,-1,-1,370.839,30.7405,-1,-1
56.05,337.398,51.4275,-1,-1,371.767,31.5525,-1,-1
56.1,336.748,49.6915,-1,-1,372.696,32.3645,-1,-1
56.15,336.097,47.9555,-1,-1,373.625,33.1765,-1,-1
56.2,335.446,46.2195,-1,-1,374.553,33.9885,-1,-1
56.25,334.795,44.4835,-1,-1,375.482,34.8005,-1,-1
56.3,334.144,42.7475,-1,-1,376.41,35.6125,-1,-1
56.35,333.493,41.0115,-1,-1,377.339,36.4245,-1,-1
56.4,332.842,39.2755,-1,-1,378.267,37.2365,-1,-1
56.45,332.191,37.5395,-1,-1,379.196,38.0485,-1,-1
56.5,331.54,35.8035,-1,-1,380.125,38.8605,-1,-1
56.55,330.89,34.0675,-1,-1,381.053,39.6725,-1,-1
56.6,330.239,32.3315,-1,-1,381.982,40.4845,-1,-1
56.65,329.588,30.5955,-1,-1,382.91,41.2965,-1,-1
56.7,328.937,28.8595,-1,-1,383.839,42.1085,-1,-1
56.75,328.286,27.1235,-1,-1,384.767,42.9205,-1,-1
56.8,327.635,25.3875,-1,-1,385.696,43.7325,-1,-1
56.85,326.984,23.6515,-1,-1,386.625,44.5445,-1,-1
56.9,326.333,21.9155,-1,-1,387.553,45.3565,-1,-1
56.95,325.683,20.1795,-1,-1,388.482,46.1685,-1,-1
57,325.032,18.4435,-1,-1,389.41,46.9805,-1,-1
57.05,324.381,16.7075,-1,-1,390.339,47.7925,-1,-1
57.1,323.73,15.6205,-1,-1,391.267,48.6045,-1,-1
57.15,323.079,17.3565,-1,-1,392.196,49.4165,-1,-1
57.2,322.428,19.0925,-1,-1,393.125,50.2285,-1,-1
57.25,321.777,20.8285,-1,-1,394.053,51.0405,-1,-1
57.3,321.126,22.5645,-1,-1,394.982,51.8525,-1,-1
57.35,320.476,24.3005,-1,-1,395.91,52.6645,-1,-1
57.4,319.825,26.0365,-1,-1,396.839,53.4765,-1,-1
57.45,319.174,27.7725,-1,-1,397.767,54.2885,-1,-1
57.5,318.523,29.5085,-1,-1,398.696,55.1005,-1,-1
57.55,317.872,31.2445,-1,-1,399.625,55.9125,-1,-1
57.6,317.221,32.9805,-1,-1,400.553,56.7245,-1,-1
57.65,316.57,34.7165,-1,-1,401.482,57.5365,-1,-1
57.7,315.919,36.4525,-1,-1,402.41,58.3485,-1,-1
57.75,315.268,38.1885,-1,-1,403.339,59.1605,-1,-1
57.8,314.618,39.9245,-1,-1,404.267,59.9725,-1,-1
57.85,313.967,41.6605,-1,-1,405.196,60.7845,-1,-1
57.9,313.316,43.3965,-1,-1,406.125,61.5965,-1,-1
57.95,312.665,45.1325,-1,-1,407.053,62.4085,-1,-1
58,312.014,46.8685,-1,-1,407.982,63.2205,-1,-1
58.05,311.363,48.6045,-1,-1,408.91,64.0325,-1,-1
58.1,310.712,50.3405,-1,-1,409.839,64.8445,-1,-1
58.15,310.061,52.0765,-1,-1,410.767,65.6565,-1,-1
58.2,309.411,53.8125,-1,-1,411.696,66.4685,-1,-1
58.25,308.76,55.5485,-1,-1,412.625,67.2805,-1,-1
58.3,308.109,57.2845,-1,-1,413.553,68.0925,-1,-1
58.35,307.458,59.0205,-1,-1,414.482,68.9045,-1,-1
58.4,306.807,60.7565,-1,-1,415.41,69.7165,-1,-1
58.45,306.156,62.4925,-1,-1,416.339,70.5285,-1,-1
58.5,305.505,64.2285,-1,-1,417.267,71.3405,-1,-1
58.55,304.854,65.9645,-1,-1,418.196,72.1525,-1,-1
58.6,304.204,67.7005,-1,-1,419.125,72.9645,-1,-1
58.65,303.553,69.4365,-1,-1,420.053,73.7765,-1,-1
58.7,302.902,71.1725,-1,-1,420.982,74.5885,-1,-1
58.75,302.251,72.9085,-1,-1,421.91,75.4005,-1,-1
58.8,301.6,74.6445,-1,-1,422.839,76.2125,-1,-1
58.85,300.949,76.3805,-1,-1,423.767,77.0245,-1,-1
58.9,300.298,78.1165,-1,-1,424.696,77.8365,-1,-1
58.95,299.647,79.8525,-1,-1,425.625,78.6485,-1,-1
59,298.996,81.5885,-1,-1,426.553,79.4605,-1,-1
59.05,298.346,83.3245,-1,-1,427.482,80.2725,-1,-1
59.1,297.695,85.0605,-1,-1,428.41,81.0845,-1,-1
59.15,297.044,86.7965,-1,-1,429.339,81.8965,-1,-1
59.2,296.393,88.5325,-1,-1,430.267,82.7085,-1,-1
59.25,295.742,90.2685,-1,-1,431.196,83.5205,-1,-1
59.3,295.091,92.0045,-1,-1,432.125,84.3325,-1,-1
59.35,294.44,93.7405,-1,-1,433.053,85.1445,-1,-1
59.4,293.789,95.4765,-1,-1,433.982,85.9565,-1,-1
59.45,293.139,97.2125,-1,-1,434.91,86.7685,-1,-1
59.5,292.488,98.9485,-1,-1,435.839,87.5805,-1,-1
59.55,291.837,100.684,-1,-1,436.767,88.3925,-1,-1
59.6,291.186,102.42,-1,-1,437.696,89.2045,-1,-1
59.65,290.535,104.156,-1,-1,438.625,90.0165,-1,-1
59.7,289.884,105.892,-1,-1,439.553,90.8285,-1,-1
59.75,289.233,107.628,-1,-1,440.482,91.6405,-1,-1
59.8,288.582,109.364,-1,-1,441.41,92.4525,-1,-1
59.85,287.932,111.1,-1,-1,442.339,93.2645,-1,-1
59.9,287.281,112.836,-1,-1,443.267,94.0765,-1,-1
59.95,286.63,114.572,-1,-1,444.196,94.8885,-1,-1
60,285.979,116.308,-1,-1,445.125,95.7005,-1,-1
60.05,285.328,118.044,-1,-1,446.053,96.5125,-1,-1
60.1,284.677,119.78,-1,-1,446.982,97.3245,-1,-1
60.15,284.026,121.516,-1,-1,447.91,98.1365,-1,-1
60.2,283.375,123.252,-1,-1,448.839,98.9485,-1,-1
60.25,282.724,124.988,-1,-1,449.767,99.7605,-1,-1
60.3,282.074,126.724,-1,-1,450.696,100.573,-1,-1
60.35,281.423,128.46,-1,-1,451.625,101.385,-1,-1
60.4,280.772,130.196,-1,-1,452.553,102.197,-1,-1
60.45,280.121,131.932,-1,-1,453.482,103.009,-1,-1
60.5,279.47,133.668,-1,-1,454.41,103.821,-1,-1
60.55,278.819,134.38,-1,-1,455.339,104.633,-1,-1
60.6,278.168,133.164,-1,-1,456.267,105.445,-1,-1
60.65,277.517,131.949,-1,-1,457.196,106.257,-1,-1
60.7,276.867,130.734,-1,-1,458.125,107.069,-1,-1
60.75,276.216,129.519,-1,-1,459.053,107.881,-1,-1
60.8,275.565,128.304,-1,-1,459.982,108.693,-1,-1
60.85,274.914,127.088,-1,-1,460.91,109.505,-1,-1
60.9,274.263,125.873,-1,-1,461.839,110.317,-1,-1
60.95,273.612,124.658,-1,-1,462.767,111.129,-1,-1
61,272.961,123.443,-1,-1,463.696,111.941,-1,-1
61.05,272.31,122.228,-1,-1,464.625,112.753,-1,-1
61.1,271.66,121.012,-1,-1,465.553,113.565,-1,-1
61.15,271.009,119.797,-1,-1,466.482,114.377,-1,-1
61.2,270.358,118.582,-1,-1,467.41,115.189,-1,-1
61.25,269.707,117.367,-1,-1,468.339,116.001,-1,-1
61.3,269.056,116.152,-1,-1,469.267,116.813,-1,-1
61.35,268.405,114.936,-1,-1,470.196,117.625,-1,-1
61.4,267.754,113.721,-1,-1,471.125,118.437,-1,-1
61.45,267.103,112.506,-1,-1,472.053,119.249,-1,-1
61.5,266.452,111.291,-1,-1,472.982,120.061,-1,-1
61.55,265.802,110.076,-1,-1,473.91,120.873,-1,-1
61.6,265.151,108.86,-1,-1,474.839,121.685,-1,-1
61.65,264.5,107.645,-1,-1,475.767,122.497,-1,-1
61.7,263.849,106.43,-1,-1,476.696,123.309,-1,-1
61.75,263.198,105.215,-1,-1,477.625,124.121,-1,-1
61.8,262.547,104,-1,-1,478.553,124.933,-1,-1
61.85,261.896,102.784,-1,-1,479.482,125.745,-1,-1
61.9,261.245,101.569,-1,-1,480.41,126.557,-1,-1
61.95,260.595,100.354,-1,-1,481.339,127.369,-1,-1
62,259.944,99.1387,-1,-1,482.267,128.181,-1,-1
62.05,259.293,97.9235,-1,-1,483.196,128.993,-1,-1
62.1,258.642,96.7083,-1,-1,484.125,129.805,-1,-1
62.15,257.991,95.4931,-1,-1,485.053,130.617,-1,-1
62.2,257.34,94.2779,-1,-1,485.982,131.429,-1,-1
62.25,256.689,93.0627,-1,-1,486.91,132.241,-1,-1
62.3,256.038,91.8475,-1,-1,487.839,133.053,-1,-1
62.35,255.388,90.6323,-1,-1,488.767,133.865,-1,-1
62.4,254.737,89.4171,-1,-1,489.696,134.677,-1,-1
62.45,254.086,88.2019,-1,-1,490.625,135.489,-1,-1
62.5,253.435,86.9867,-1,-1,491.553,133.875,-1,-1
62.55,252.784,85.7715,-1,-1,492.482,133.469,-1,-1
62.6,252.133,84.5563,-1,-1,493.41,133.063,-1,-1
62.65,251.482,83.3411,-1,-1,494.339,132.657,-1,-1
62.7,250.831,82.1259,-1,-1,495.267,132.251,-1,-1
62.75,250.18,80.9107,-1,-1,496.196,131.845,-1,-1
62.8,249.53,79.6955,-1,-1,497.125,131.439,-1,-1
62.85,248.879,78.4803,-1,-1,498.053,131.033,-1,-1
62.9,248.228,77.2651,-1,-1,498.982,130.627,-1,-1
62.95,247.577,76.0499,-1,-1,499.91,130.221,-1,-1
63,246.926,74.8347,-1,-1,500.839,129.815,-1,-1
63.05,246.275,73.6195,-1,-1,501.767,129.409,-1,-1
63.1,245.624,72.4043,-1,-1,502.696,129.003,-1,-1
63.15,244.973,71.1891,-1,-1,503.625,128.597,-1,-1
63.2,244.323,69.9739,-1,-1,504.553,128.191,-1,-1
63.25,243.672,68.7587,-1,-1,505.482,127.785,-1,-1
63.3,243.021,67.5435,-1,-1,506.41,127.379,-1,-1
63.35,242.37,66.3283,-1,-1,507.339,126.973,-1,-1
63.4,241.719,65.1131,-1,-1,508.267,126.567,-1,-1
63.45,241.068,63.8979,-1,-1,509.196,126.161,-1,-1
63.5,240.417,62.6827,-1,-1,510.125,125.755,-1,-1
63.55,239.766,61.4675,-1,-1,511.053,125.349,-1,-1
63.6,239.116,60.2523,-1,-1,511.982,124.943,-1,-1
63.65,238.465,59.0371,-1,-1,512.91,124.537,-1,-1
63.7,237.814,57.8219,-1,-1,513.839,124.131,-1,-1
63.75,237.163,56.6067,-1,-1,514.767,123.725,-1,-1
63.8,236.512,55.3915,-1,-1,515.696,123.319,-1,-1
63.85,235.861,54.1763,-1,-1,516.625,122.913,-1,-1
63.9,235.21,52.9611,-1,-1,517.553,122.507,-1,-1
63.95,234.559,51.7459,-1,-1,518.482,122.101,-1,-1
64,233.908,50.5307,-1,-1,519.41,121.695,-1,-1
64.05,233.258,49.3155,-1,-1,520.339,121.289,-1,-1
64.1,232.607,48.1003,-1,-1,521.267,120.883,-1,-1
64.15,231.956,46.8851,-1,-1,522.196,120.477,-1,-1
64.2,231.305,45.6699,-1,-1,523.125,120.071,-1,-1
64.25,230.654,44.4547,-1,-1,524.053,119.665,-1,-1
64.3,230.003,43.2395,-1,-1,524.982,119.259,-1,-1
64.35,229.352,42.0243,-1,-1,525.91,118.853,-1,-1
64.4,228.701,40.8091,-1,-1,526.839,118.447,-1,-1
64.45,228.051,39.5939,-1,-1,527.767,118.041,-1,-1
64.5,227.4,38.3787,-1,-1,528.696,117.635,-1,-1
64.55,226.749,37.1635,-1,-1,529.625,117.229,-1,-1
64.6,226.098,35.9483,-1,-1,530.553,116.823,-1,-1
64.65,225.447,34.7331,-1,-1,531.482,116.417,-1,-1
64.7,224.796,33.5179,-1,-1,532.41,116.011,-1,-1
64.75,224.145,32.3027,-1,-1,533.339,115.605,-1,-1
64.8,223.494,31.0875,-1,-1,534.267,115.199,-1,-1
64.85,222.844,29.8723,-1,-1,535.196,114.793,-1,-1
64.9,222.193,28.6571,-1,-1,536.125,114.387,-1,-1
64.95,221.542,27.4419,-1,-1,537.053,113.981,-1,-1
65,220.891,26.2267,-1,-1,537.982,113.575,-1,-1
65.05,220.24,25.0115,-1,-1,538.91,113.169,-1,-1
65.1,219.589,23.7963,-1,-1,539.839,112.763,-1,-1
65.15,218.938,22.5811,-1,-1,540.767,112.357,-1,-1
65.2,218.287,21.3659,-1,-1,541.696,111.951,-1,-1
65.25,217.636,20.1507,-1,-1,542.625,111.545,-1,-1
65.3,216.986,18.9355,-1,-1,543.553,111.139,-1,-1
65.35,216.335,17.7203,-1,-1,544.482,110.733,-1,-1
65.4,215.684,16.5051,-1,-1,545.41,110.327,-1,-1
65.45,215.033,15.6205,-1,-1,546.339,109.921,-1,-1
65.5,214.382,16.8357,-1,-1,547.267,109.515,-1,-1
65.55,213.731,18.0509,-1,-1,548.196,109.109,-1,-1
65.6,213.08,19.2661,-1,-1,549.125,108.703,-1,-1
65.65,212.429,20.4813,-1,-1,550.053,108.297,-1,-1
65.7,211.779,21.6965,-1,-1,550.982,107.891,-1,-1
65.75,211.128,22.9117,-1,-1,551.91,107.485,-1,-1
65.8,210.477,24.1269,-1,-1,552.839,107.079,-1,-1
65.85,209.826,25.3421,-1,-1,553.767,106.673,-1,-1
65.9,209.175,26.5573,-1,-1,554.696,106.267,-1,-1
65.95,208.524,27.7725,-1,-1,555.625,105.861,-1,-1
