=== Simulacion de particulas ===

tiempo,x0,y0,x1,y1,x2,y2,x3,y3
23.55,138.621,89.4005,-1,-1,263.929,246.143,-1,-1
23.6,137.536,91.5705,-1,-1,263,246.125,-1,-1
23.65,136.451,93.7405,-1,-1,262.071,247.575,-1,-1
23.7,135.366,95.9105,-1,-1,261.143,249.025,-1,-1
23.75,134.282,98.0805,-1,-1,260.214,250.475,-1,-1
23.8,133.197,100.25,-1,-1,259.286,251.925,-1,-1
23.85,132.112,102.42,-1,-1,258.357,253.375,-1,-1
23.9,131.027,104.59,-1,-1,257.429,254.825,-1,-1
23.95,129.942,106.76,-1,-1,256.5,256.275,-1,-1
24,128.858,108.93,-1,-1,255.571,257.725,-1,-1
24.05,127.773,111.1,-1,-1,254.643,259.175,-1,-1
24.1,126.688,113.27,-1,-1,253.714,260.625,-1,-1
24.15,125.603,115.44,-1,-1,252.786,262.075,-1,-1
24.2,124.518,117.61,-1,-1,251.857,263.525,-1,-1
24.25,123.434,119.78,-1,-1,250.929,264.975,-1,-1
24.3,122.349,121.95,-1,-1,250,266.425,-1,-1
24.35,121.264,124.12,-1,-1,249.071,267.875,-1,-1
24.4,120.179,126.29,-1,-1,248.143,269.325,-1,-1
24.45,119.094,128.46,-1,-1,247.214,270.775,-1,-1
24.5,118.01,130.63,-1,-1,246.286,272.225,-1,-1
24.55,116.925,132.8,-1,-1,245.357,273.675,-1,-1
24.6,115.84,134.97,-1,-1,244.429,275.125,-1,-1
24.65,114.755,137.14,-1,-1,243.5,276.575,-1,-1
24.7,113.67,139.31,-1,-1,242.571,278.025,-1,-1
24.75,112.586,141.48,-1,-1,241.643,279.475,-1,-1
24.8,111.501,143.65,-1,-1,240.714,280.925,-1,-1
24.85,110.416,145.82,-1,-1,239.786,282.375,-1,-1
24.9,109.331,147.99,-1,-1,238.857,283.825,-1,-1
24.95,108.246,150.16,-1,-1,237.929,285.275,-1,-1
25,107.162,152.33,-1,-1,237,286.725,-1,-1
25.05,106.077,154.5,-1,-1,236.071,288.175,-1,-1
25.1,104.992,156.67,-1,-1,235.143,289.625,-1,-1
25.15,103.907,158.84,-1,-1,234.214,291.075,-1,-1
25.2,102.822,161.01,-1,-1,233.286,292.525,-1,-1
25.25,101.738,163.18,-1,-1,232.357,293.975,-1,-1
25.3,100.653,165.35,-1,-1,231.429,295.425,-1,-1
25.35,99.568,167.52,-1,-1,230.5,296.875,-1,-1
25.4,98.4832,169.69,-1,-1,229.571,298.325,-1,-1
25.45,97.3984,171.86,-1,-1,228.643,299.775,-1,-1
25.5,96.3136,174.03,-1,-1,227.714,301.225,-1,-1
25.55,95.2288,176.2,-1,-1,226.786,302.675,-1,-1
25.6,94.144,178.37,-1,-1,225.857,304.125,-1,-1
25.65,93.0592,180.54,-1,-1,224.929,305.575,-1,-1
25.7,91.9744,182.71,-1,-1,224,307.025,-1,-1
25.75,90.8896,184.88,-1,-1,223.071,308.475,-1,-1
25.8,89.8048,187.05,-1,-1,222.143,309.925,-1,-1
25.85,88.72,189.22,-1,-1,221.214,311.375,-1,-1
25.9,87.6352,191.39,-1,-1,220.286,312.825,-1,-1
25.95,86.5504,193.56,-1,-1,219.357,314.275,-1,-1
26,85.4656,195.73,-1,-1,218.429,315.725,-1,-1
26.05,84.3808,197.9,-1,-1,217.5,317.175,-1,-1
26.1,83.296,200.07,-1,-1,216.571,318.625,-1,-1
26.15,82.2112,202.24,-1,-1,215.643,320.075,-1,-1
26.2,81.1264,204.41,-1,-1,214.714,321.525,-1,-1
26.25,80.0416,206.58,-1,-1,213.786,322.975,-1,-1
26.3,78.9568,208.75,-1,-1,212.857,324.425,-1,-1
26.35,77.872,210.92,-1,-1,211.929,325.875,-1,-1
26.4,76.7872,213.09,-1,-1,211,327.325,-1,-1
26.45,75.7024,215.26,-1,-1,210.071,328.775,-1,-1
26.5,74.6176,217.43,-1,-1,209.143,330.225,-1,-1
26.55,73.5328,219.6,-1,-1,208.214,331.675,-1,-1
26.6,72.448,221.77,-1,-1,207.286,333.125,-1,-1
26.65,71.3632,223.94,-1,-1,206.357,334.575,-1,-1
26.7,70.2784,226.11,-1,-1,205.429,336.025,-1,-1
26.75,69.1936,228.28,-1,-1,204.5,337.475,-1,-1
26.8,68.1088,230.45,-1,-1,203.571,338.925,-1,-1
26.85,67.024,232.62,-1,-1,202.643,340.375,-1,-1
26.9,65.9392,234.79,-1,-1,201.714,341.825,-1,-1
26.95,64.8544,236.96,-1,-1,200.786,343.275,-1,-1
27,63.7696,239.13,-1,-1,199.857,344.725,-1,-1
27.05,62.6848,241.3,-1,-1,198.929,346.175,-1,-1
27.1,61.6,243.47,-1,-1,198,347.625,-1,-1
27.15,60.5152,245.64,-1,-1,197.071,349.075,-1,-1
27.2,59.4304,247.81,-1,-1,196.143,350.525,-1,-1
27.25,58.3456,249.98,-1,-1,195.214,351.975,-1,-1
27.3,57.2608,252.15,-1,-1,194.286,353.425,-1,-1
27.35,56.176,254.32,-1,-1,193.357,354.875,-1,-1
27.4,55.0912,256.49,-1,-1,192.429,356.325,-1,-1
27.45,54.0064,258.66,-1,-1,191.5,357.775,-1,-1
27.5,52.9216,260.83,-1,-1,190.571,359.225,-1,-1
27.55,51.8368,263,-1,-1,189.643,360.675,-1,-1
27.6,50.752,265.17,-1,-1,188.714,362.125,-1,-1
27.65,49.6672,267.34,-1,-1,187.786,363.575,-1,-1
27.7,48.5824,269.51,-1,-1,186.857,363.875,-1,-1
27.75,47.4976,271.68,-1,-1,185.929,362.715,-1,-1
27.8,46.4128,273.85,-1,-1,185,361.555,-1,-1
27.85,45.328,276.02,-1,-1,184.071,360.395,-1,-1
27.9,44.2432,278.19,-1,-1,183.143,359.235,-1,-1
27.95,43.1584,280.36,-1,-1,182.214,358.075,-1,-1
28,42.0736,282.53,-1,-1,181.286,356.915,-1,-1
28.05,40.9888,284.7,-1,-1,180.357,355.755,-1,-1
28.1,39.904,286.87,-1,-1,179.429,354.595,-1,-1
28.15,38.8192,289.04,-1,-1,178.5,353.435,-1,-1
28.2,37.7344,291.21,-1,-1,177.571,352.275,-1,-1
28.25,36.6496,293.38,-1,-1,176.643,351.115,-1,-1
28.3,35.5648,295.55,-1,-1,175.714,349.955,-1,-1
28.35,34.48,297.72,-1,-1,174.786,348.795,-1,-1
28.4,33.3952,299.89,-1,-1,173.857,347.635,-1,-1
28.45,32.3104,302.06,-1,-1,172.929,346.475,-1,-1
28.5,31.2256,304.23,-1,-1,172,345.315,-1,-1
28.55,30.1408,306.4,-1,-1,171.071,344.155,-1,-1
28.6,29.056,308.57,-1,-1,170.143,342.995,-1,-1
28.65,27.9712,310.74,-1,-1,169.214,341.835,-1,-1
28.7,26.8864,312.91,-1,-1,168.286,340.675,-1,-1
28.75,25.8016,315.08,-1,-1,167.357,339.515,-1,-1
28.8,24.7168,317.25,-1,-1,166.429,338.355,-1,-1
28.85,23.632,319.42,-1,-1,165.5,337.195,-1,-1
28.9,22.5472,321.59,-1,-1,164.571,336.035,-1,-1
28.95,21.4624,323.76,-1,-1,163.643,334.875,-1,-1
29,20.3776,325.93,-1,-1,162.714,333.715,-1,-1
29.05,19.2928,328.1,-1,-1,161.786,332.555,-1,-1
29.1,18.208,330.27,-1,-1,160.857,331.395,-1,-1
29.15,17.1232,332.44,-1,-1,159.929,330.235,-1,-1
29.2,16.0384,334.61,-1,-1,159,329.075,-1,-1
29.25,15.6205,336.78,-1,-1,158.071,327.915,-1,-1
29.3,16.7053,338.95,-1,-1,157.143,326.755,-1,-1
29.35,17.7901,341.12,-1,-1,156.214,325.595,-1,-1
29.4,18.8749,343.29,-1,-1,155.286,324.435,-1,-1
29.45,19.9597,345.46,-1,-1,154.357,323.275,-1,-1
29.5,21.0445,347.63,-1,-1,153.429,322.115,-1,-1
29.55,22.1293,349.8,-1,-1,152.5,320.955,-1,-1
29.6,23.2141,351.97,-1,-1,151.571,319.795,-1,-1
29.65,24.2989,354.14,-1,-1,150.643,318.635,-1,-1
29.7,25.3837,356.31,-1,-1,149.714,317.475,-1,-1
29.75,26.4685,358.48,-1,-1,148.786,316.315,-1,-1
29.8,27.5533,360.65,-1,-1,147.857,315.155,-1,-1
29.85,28.6381,362.82,-1,-1,146.929,313.995,-1,-1
29.9,29.7229,364.99,-1,-1,146,312.835,-1,-1
29.95,30.8077,367.16,-1,-1,145.071,311.675,-1,-1
30,31.8925,369.33,-1,-1,144.143,310.515,-1,-1
30.05,32.9773,371.5,-1,-1,143.214,309.355,-1,-1
30.1,34.0621,373.67,-1,-1,142.286,308.195,-1,-1
30.15,35.1469,375.84,-1,-1,141.357,307.035,-1,-1
30.2,36.2317,378.01,-1,-1,140.429,305.875,-1,-1
30.25,37.3165,380.18,-1,-1,139.5,304.715,-1,-1
30.3,38.4013,382.35,-1,-1,138.571,303.555,-1,-1
30.35,39.4861,384.52,-1,-1,137.643,302.395,-1,-1
30.4,40.5709,386.69,-1,-1,136.714,301.235,-1,-1
30.45,41.6557,388.86,-1,-1,135.786,300.075,-1,-1
30.5,42.7405,391.03,-1,-1,134.857,298.915,-1,-1
30.55,43.8253,393.2,-1,-1,133.929,297.755,-1,-1
30.6,44.9101,395.37,-1,-1,133,296.595,-1,-1
30.65,45.9949,397.54,-1,-1,132.071,295.435,-1,-1
30.7,47.0797,399.71,-1,-1,131.143,294.275,-1,-1
30.75,48.1645,401.88,-1,-1,130.214,293.115,-1,-1
30.8,49.2493,404.05,-1,-1,129.286,291.955,-1,-1
30.85,50.3341,406.22,-1,-1,128.357,290.795,-1,-1
30.9,51.4189,408.39,-1,-1,127.429,289.635,-1,-1
30.95,52.5037,410.56,-1,-1,126.5,288.475,-1,-1
31,53.5885,412.73,-1,-1,125.571,287.315,-1,-1
31.05,54.6733,414.9,-1,-1,124.643,286.155,-1,-1
31.1,55.7581,417.07,-1,-1,123.714,284.995,-1,-1
31.15,56.8429,419.24,-1,-1,122.786,283.835,-1,-1
31.2,57.9277,421.41,-1,-1,121.857,282.675,-1,-1
31.25,59.0125,423.58,-1,-1,120.929,281.515,-1,-1
31.3,60.0973,425.75,-1,-1,120,280.355,-1,-1
31.35,61.1821,427.92,-1,-1,119.071,279.195,-1,-1
31.4,62.2669,430.09,-1,-1,118.143,278.035,-1,-1
31.45,63.3517,432.26,-1,-1,117.214,276.875,-1,-1
31.5,64.4365,434.43,-1,-1,116.286,275.715,-1,-1
31.55,65.5213,436.6,-1,-1,115.357,274.555,-1,-1
31.6,66.6061,438.77,-1,-1,114.429,273.395,-1,-1
31.65,67.6909,440.94,-1,-1,113.5,272.235,-1,-1
31.7,68.7757,443.11,-1,-1,112.571,271.075,-1,-1
31.75,69.8605,445.28,-1,-1,111.643,269.915,-1,-1
31.8,70.9453,447.45,-1,-1,110.714,268.755,-1,-1
31.85,72.0301,449.62,-1,-1,109.786,267.595,-1,-1
31.9,73.1149,451.79,-1,-1,108.857,266.435,-1,-1
31.95,74.1997,453.96,-1,-1,107.929,265.275,-1,-1
32,75.2845,456.13,-1,-1,107,264.115,-1,-1
32.05,76.3693,458.3,-1,-1,106.071,262.955,-1,-1
32.1,77.4541,460.47,-1,-1,105.143,261.795,-1,-1
32.15,78.5389,462.64,-1,-1,104.214,260.635,-1,-1
32.2,79.6237,464.81,-1,-1,103.286,259.475,-1,-1
32.25,80.7085,466.98,-1,-1,102.357,258.315,-1,-1
32.3,81.7933,469.15,-1,-1,101.429,257.155,-1,-1
32.35,82.8781,471.32,-1,-1,100.5,255.995,-1,-1
32.4,83.9629,473.49,-1,-1,99.5714,254.835,-1,-1
32.45,85.0477,475.66,-1,-1,98.6429,253.675,-1,-1
32.5,86.1325,477.83,-1,-1,97.7143,252.515,-1,-1
32.55,87.2173,480,-1,-1,96.7857,251.355,-1,-1
32.6,88.3021,482.17,-1,-1,95.8571,250.195,-1,-1
32.65,89.3869,484.34,-1,-1,94.9286,249.035,-1,-1
32.7,90.4717,486.51,-1,-1,94,247.875,-1,-1
32.75,91.5565,488.68,-1,-1,93.0714,246.715,-1,-1
32.8,92.6413,490.85,-1,-1,92.1429,245.555,-1,-1
32.85,93.7261,493.02,-1,-1,91.2143,244.395,-1,-1
32.9,94.8109,495.19,-1,-1,90.2857,243.235,-1,-1
32.95,95.8957,497.36,-1,-1,89.3571,242.075,-1,-1
33,96.9805,499.53,-1,-1,88.4286,240.915,-1,-1
33.05,98.0653,501.7,-1,-1,87.5,239.755,-1,-1
33.1,99.1501,503.87,-1,-1,86.5714,238.595,-1,-1
33.15,100.235,506.04,-1,-1,85.6429,237.435,-1,-1
33.2,101.32,508.21,-1,-1,84.7143,236.275,-1,-1
33.25,102.404,510.38,-1,-1,83.7857,235.115,-1,-1
33.3,103.489,512.55,-1,-1,82.8571,233.955,-1,-1
33.35,104.574,514.72,-1,-1,81.9286,232.795,-1,-1
33.4,105.659,516.89,-1,-1,81,231.635,-1,-1
33.45,106.744,519.06,-1,-1,80.0714,230.475,-1,-1
33.5,107.828,521.23,-1,-1,79.1429,229.315,-1,-1
33.55,108.913,523.4,-1,-1,78.2143,228.155,-1,-1
33.6,109.998,525.57,-1,-1,77.2857,226.995,-1,-1
33.65,111.083,527.74,-1,-1,76.3571,225.835,-1,-1
33.7,112.168,529.91,-1,-1,75.4286,224.675,-1,-1
33.75,113.252,532.08,-1,-1,74.5,223.515,-1,-1
33.8,114.337,534.25,-1,-1,73.5714,222.355,-1,-1
33.85,115.422,536.42,-1,-1,72.6429,221.195,-1,-1
33.9,116.507,538.59,-1,-1,71.7143,220.035,-1,-1
33.95,117.592,540.76,-1,-1,70.7857,218.875,-1,-1
34,118.676,542.93,-1,-1,69.8571,217.715,-1,-1
34.05,119.761,545.1,-1,-1,68.9286,216.555,-1,-1
34.1,120.846,547.27,-1,-1,68,215.395,-1,-1
34.15,121.931,549.44,-1,-1,67.0714,214.235,-1,-1
34.2,123.016,551.61,-1,-1,66.1429,213.075,-1,-1
34.25,124.1,553.78,-1,-1,65.2143,211.915,-1,-1
34.3,125.185,555.95,-1,-1,64.2857,210.755,-1,-1
34.35,126.27,558.12,-1,-1,63.3571,209.595,-1,-1
34.4,127.355,560.29,-1,-1,62.4286,208.435,-1,-1
34.45,128.44,562.46,-1,-1,61.5,207.275,-1,-1
34.5,129.524,564.63,-1,-1,60.5714,206.115,-1,-1
34.55,130.609,566.8,-1,-1,59.6429,204.955,-1,-1
34.6,131.694,568.97,-1,-1,58.7143,203.795,-1,-1
34.65,132.779,571.14,-1,-1,57.7857,202.635,-1,-1
34.7,133.864,573.31,-1,-1,56.8571,201.475,-1,-1
34.75,134.948,575.48,-1,-1,55.9286,200.315,-1,-1
34.8,136.033,577.65,-1,-1,55,199.155,-1,-1
34.85,137.118,579.82,-1,-1,54.0714,197.995,-1,-1
34.9,138.203,581.99,-1,-1,53.1429,196.835,-1,-1
34.95,139.288,584.16,-1,-1,52.2143,195.675,-1,-1
35,140.372,584.38,-1,-1,51.2857,194.515,-1,-1
35.05,141.457,582.21,-1,-1,50.3571,193.355,-1,-1
35.1,142.542,580.04,-1,-1,49.4286,192.195,-1,-1
35.15,143.627,577.87,-1,-1,48.5,191.035,-1,-1
35.2,144.712,575.7,-1,-1,47.5714,189.875,-1,-1
35.25,145.796,573.53,-1,-1,46.6429,188.715,-1,-1
35.3,146.881,571.36,-1,-1,45.7143,187.555,-1,-1
35.35,147.966,569.19,-1,-1,44.7857,186.395,-1,-1
35.4,149.051,567.02,-1,-1,43.8571,185.235,-1,-1
35.45,150.136,564.85,-1,-1,42.9286,184.075,-1,-1
35.5,151.22,562.68,-1,-1,42,182.915,-1,-1
35.55,152.305,560.51,-1,-1,41.0714,181.755,-1,-1
35.6,153.39,558.34,-1,-1,40.1429,180.595,-1,-1
35.65,154.475,556.17,-1,-1,39.2143,179.435,-1,-1
35.7,155.56,554,-1,-1,38.2857,178.275,-1,-1
35.75,156.644,551.83,-1,-1,37.3571,177.115,-1,-1
35.8,157.729,549.66,-1,-1,36.4286,175.955,-1,-1
35.85,158.814,547.49,-1,-1,35.5,174.795,-1,-1
35.9,159.899,545.32,-1,-1,34.5714,173.635,-1,-1
35.95,160.984,543.15,-1,-1,33.6429,172.475,-1,-1
36,162.068,540.98,-1,-1,32.7143,171.315,-1,-1
36.05,163.153,538.81,-1,-1,31.7857,170.155,-1,-1
36.1,164.238,536.64,-1,-1,30.8571,168.995,-1,-1
36.15,165.323,534.47,-1,-1,29.9286,167.835,-1,-1
36.2,166.408,532.3,-1,-1,29,166.675,-1,-1
36.25,167.492,530.13,-1,-1,28.0714,165.515,-1,-1
36.3,168.577,527.96,-1,-1,27.1429,164.355,-1,-1
36.35,169.662,525.79,-1,-1,26.2143,163.195,-1,-1
36.4,170.747,523.62,-1,-1,25.2857,162.035,-1,-1
36.45,171.832,521.45,-1,-1,24.3571,160.875,-1,-1
36.5,172.916,519.28,-1,-1,23.4286,159.715,-1,-1
36.55,174.001,517.11,-1,-1,22.5,158.555,-1,-1
36.6,175.086,514.94,-1,-1,21.5714,157.395,-1,-1
36.65,176.171,512.77,-1,-1,20.6429,156.235,-1,-1
36.7,177.256,510.6,-1,-1,19.7143,155.075,-1,-1
36.75,178.34,508.43,-1,-1,18.7857,153.915,-1,-1
36.8,179.425,506.26,-1,-1,17.8571,152.755,-1,-1
36.85,180.51,504.09,-1,-1,16.9286,151.595,-1,-1
36.9,181.595,501.92,-1,-1,16.1245,150.435,-1,-1
36.95,182.68,499.75,-1,-1,17.0531,149.275,-1,-1
37,183.764,497.58,-1,-1,17.9817,148.115,-1,-1
37.05,184.849,495.41,-1,-1,18.9102,146.955,-1,-1
37.1,185.934,493.24,-1,-1,19.8388,145.795,-1,-1
37.15,187.019,491.07,-1,-1,20.7674,144.635,-1,-1
37.2,188.104,488.9,-1,-1,21.6959,143.475,-1,-1
37.25,189.188,486.73,-1,-1,22.6245,142.315,-1,-1
37.3,190.273,484.56,-1,-1,23.5531,141.155,-1,-1
37.35,191.358,482.39,-1,-1,24.4817,139.995,-1,-1
37.4,192.443,480.22,-1,-1,25.4102,138.835,-1,-1
37.45,193.528,478.05,-1,-1,26.3388,137.675,-1,-1
37.5,194.612,475.88,-1,-1,27.2674,136.515,-1,-1
37.55,195.697,475.62,-1,-1,28.1959,135.355,-1,-1
37.6,196.782,477.356,-1,-1,29.1245,134.195,-1,-1
37.65,197.867,479.092,-1,-1,30.0531,133.035,-1,-1
37.7,198.952,480.828,-1,-1,30.9817,131.875,-1,-1
37.75,200.036,482.564,-1,-1,31.9102,130.715,-1,-1
37.8,201.121,484.3,-1,-1,32.8388,129.555,-1,-1
37.85,202.206,486.036,-1,-1,33.7674,128.395,-1,-1
37.9,203.291,487.772,-1,-1,34.6959,127.235,-1,-1
37.95,204.376,489.508,-1,-1,35.6245,126.075,-1,-1
38,205.46,491.244,-1,-1,36.5531,124.915,-1,-1
38.05,206.545,492.98,-1,-1,37.4817,123.755,-1,-1
38.1,207.63,494.716,-1,-1,38.4102,122.595,-1,-1
38.15,208.715,496.452,-1,-1,39.3388,121.435,-1,-1
38.2,209.8,498.188,-1,-1,40.2674,120.275,-1,-1
38.25,210.884,499.924,-1,-1,41.1959,119.115,-1,-1
38.3,211.969,501.66,-1,-1,42.1245,117.955,-1,-1
38.35,213.054,503.396,-1,-1,43.0531,116.795,-1,-1
38.4,214.139,505.132,-1,-1,43.9817,115.635,-1,-1
38.45,215.224,506.868,-1,-1,44.9102,114.475,-1,-1
38.5,216.308,508.604,-1,-1,45.8388,113.315,-1,-1
38.55,217.393,510.34,-1,-1,46.7674,112.155,-1,-1
38.6,218.478,512.076,-1,-1,47.6959,110.995,-1,-1
38.65,219.563,513.812,-1,-1,48.6245,109.835,-1,-1
38.7,220.648,515.548,-1,-1,49.5531,108.675,-1,-1
38.75,221.732,517.284,-1,-1,50.4817,107.515,-1,-1
38.8,222.817,519.02,-1,-1,51.4102,106.355,-1,-1
38.85,223.902,520.756,-1,-1,52.3388,105.195,-1,-1
38.9,224.987,522.492,-1,-1,53.2674,104.035,-1,-1
38.95,226.072,524.228,-1,-1,54.1959,102.875,-1,-1
39,227.156,525.964,-1,-1,55.1245,101.715,-1,-1
39.05,228.241,527.7,-1,-1,56.0531,100.555,-1,-1
39.1,229.326,529.436,-1,-1,56.9817,99.3955,-1,-1
39.15,230.411,531.172,-1,-1,57.9102,98.2355,-1,-1
39.2,231.496,532.908,-1,-1,58.8388,97.0755,-1,-1
39.25,232.58,534.644,-1,-1,59.7674,95.9155,-1,-1
39.3,233.665,536.38,-1,-1,60.6959,94.7555,-1,-1
39.35,234.75,538.116,-1,-1,61.6245,93.5955,-1,-1
39.4,235.835,539.852,-1,-1,62.5531,92.4355,-1,-1
39.45,236.92,541.588,-1,-1,63.4817,91.2755,-1,-1
39.5,238.004,543.324,-1,-1,64.4102,90.1155,-1,-1
39.55,239.089,545.06,-1,-1,65.3388,88.9555,-1,-1
39.6,240.174,546.796,-1,-1,66.2674,87.7955,-1,-1
39.65,241.259,548.532,-1,-1,67.1959,86.6355,-1,-1
39.7,242.344,550.268,-1,-1,68.1245,85.4755,-1,-1
39.75,243.428,552.004,-1,-1,69.0531,84.3155,-1,-1
39.8,244.513,553.74,-1,-1,69.9817,83.1555,-1,-1
39.85,245.598,555.476,-1,-1,70.9102,81.9955,-1,-1
39.9,246.683,557.212,-1,-1,71.8388,80.8355,-1,-1
39.95,247.768,558.948,-1,-1,72.7674,79.6755,-1,-1
40,248.852,560.684,-1,-1,73.6959,78.5155,-1,-1
40.05,249.937,562.42,-1,-1,74.6245,77.3555,-1,-1
40.1,251.022,564.156,-1,-1,75.5531,76.1955,-1,-1
40.15,252.107,565.892,-1,-1,76.4817,75.0355,-1,-1
40.2,253.192,567.628,-1,-1,77.4102,73.8755,-1,-1
40.25,254.276,569.364,-1,-1,78.3388,72.7155,-1,-1
40.3,255.361,571.1,-1,-1,79.2674,71.5555,-1,-1
40.35,256.446,572.836,-1,-1,80.1959,70.3955,-1,-1
40.4,257.531,574.572,-1,-1,81.1245,69.2355,-1,-1
40.45,258.616,576.308,-1,-1,82.0531,68.0755,-1,-1
40.5,259.7,578.044,-1,-1,82.9817,66.9155,-1,-1
40.55,260.785,579.78,-1,-1,83.9102,65.7555,-1,-1
40.6,261.87,581.516,-1,-1,84.8388,64.5955,-1,-1
40.65,262.955,583.252,-1,-1,85.7674,63.4355,-1,-1
40.7,264.04,584.38,-1,-1,86.6959,62.2755,-1,-1
40.75,265.124,582.644,-1,-1,87.6245,61.1155,-1,-1
40.8,266.209,580.908,-1,-1,88.5531,59.9555,-1,-1
40.85,267.294,579.172,-1,-1,89.4817,58.7955,-1,-1
40.9,268.379,577.436,-1,-1,90.4102,57.6355,-1,-1
40.95,269.464,575.7,-1,-1,91.3388,56.4755,-1,-1
41,270.548,573.964,-1,-1,92.2674,55.3155,-1,-1
41.05,271.633,572.228,-1,-1,93.1959,54.1555,-1,-1
41.1,272.718,570.492,-1,-1,94.1245,52.9955,-1,-1
41.15,273.803,568.756,-1,-1,95.0531,51.8355,-1,-1
41.2,274.888,567.02,-1,-1,95.9817,50.6755,-1,-1
41.25,275.972,565.284,-1,-1,96.9102,49.5155,-1,-1
41.3,277.057,563.548,-1,-1,97.8388,48.3555,-1,-1
41.35,278.142,561.812,-1,-1,98.7674,47.1955,-1,-1
41.4,279.227,560.076,-1,-1,99.6959,46.0355,-1,-1
41.45,280.312,558.34,-1,-1,100.625,44.8755,-1,-1
41.5,281.396,556.604,-1,-1,101.553,43.7155,-1,-1
41.55,282.481,554.868,-1,-1,102.482,42.5555,-1,-1
41.6,283.566,553.132,-1,-1,103.41,41.3955,-1,-1
41.65,284.651,551.396,-1,-1,104.339,40.2355,-1,-1
41.7,285.736,549.66,-1,-1,105.267,39.0755,-1,-1
41.75,286.82,547.924,-1,-1,106.196,37.9155,-1,-1
41.8,287.905,546.188,-1,-1,107.125,36.7555,-1,-1
41.85,288.99,544.452,-1,-1,108.053,35.5955,-1,-1
41.9,290.075,542.716,-1,-1,108.982,34.4355,-1,-1
41.95,291.16,540.98,-1,-1,109.91,33.2755,-1,-1
42,292.244,539.244,-1,-1,110.839,32.1155,-1,-1
42.05,293.329,537.508,-1,-1,111.767,30.9555,-1,-1
42.1,294.414,535.772,-1,-1,112.696,29.7955,-1,-1
42.15,295.499,534.036,-1,-1,113.625,28.6355,-1,-1
42.2,296.584,532.3,-1,-1,114.553,27.4755,-1,-1
42.25,297.668,530.564,-1,-1,115.482,26.3155,-1,-1
42.3,298.753,528.828,-1,-1,116.41,25.1555,-1,-1
42.35,299.838,527.092,-1,-1,117.339,23.9955,-1,-1
42.4,300.923,525.356,-1,-1,118.267,22.8355,-1,-1
42.45,302.008,523.62,-1,-1,119.196,21.6755,-1,-1
42.5,303.092,521.884,-1,-1,120.125,20.5155,-1,-1
42.55,304.177,520.148,-1,-1,121.053,19.3555,-1,-1
42.6,305.262,518.412,-1,-1,121.982,18.1955,-1,-1
42.65,306.347,516.676,-1,-1,122.91,17.0355,-1,-1
42.7,307.432,514.94,-1,-1,123.839,16.1245,-1,-1
42.75,308.516,513.204,-1,-1,124.767,17.2845,-1,-1
42.8,309.601,511.468,-1,-1,125.696,18.4445,-1,-1
42.85,310.686,509.732,-1,-1,126.625,19.6045,-1,-1
42.9,311.771,507.996,-1,-1,127.553,20.7645,-1,-1
42.95,312.856,506.26,-1,-1,128.482,21.9245,-1,-1
43,313.94,504.524,-1,-1,129.41,23.0845,-1,-1
43.05,315.025,502.788,-1,-1,130.339,24.2445,-1,-1
43.1,316.11,501.052,-1,-1,131.267,25.4045,-1,-1
43.15,317.195,499.316,-1,-1,132.196,26.5645,-1,-1
43.2,318.28,497.58,-1,-1,133.125,27.7245,-1,-1
43.25,319.364,495.844,-1,-1,134.053,28.8845,-1,-1
43.3,320.449,494.108,-1,-1,134.982,30.0445,-1,-1
43.35,321.534,492.372,-1,-1,135.91,31.2045,-1,-1
43.4,322.619,490.636,-1,-1,136.839,32.3645,-1,-1
43.45,323.704,488.9,-1,-1,137.767,33.5245,-1,-1
43.5,324.788,487.164,-1,-1,138.696,34.6845,-1,-1
43.55,325.873,485.428,-1,-1,139.625,35.8445,-1,-1
43.6,326.958,483.692,-1,-1,140.553,37.0045,-1,-1
43.65,328.043,481.956,-1,-1,141.482,38.1645,-1,-1
43.7,329.128,480.22,-1,-1,142.41,39.3245,-1,-1
43.75,330.212,478.484,-1,-1,143.339,40.4845,-1,-1
43.8,331.297,476.748,-1,-1,144.267,41.6445,-1,-1
43.85,332.382,475.012,-1,-1,145.196,42.8045,-1,-1
43.9,333.467,473.276,-1,-1,146.125,43.9645,-1,-1
43.95,334.552,471.54,-1,-1,147.053,45.1245,-1,-1
44,335.636,469.804,-1,-1,147.982,46.2845,-1,-1
44.05,336.721,468.068,-1,-1,148.91,47.4445,-1,-1
44.1,337.806,466.332,-1,-1,149.839,48.6045,-1,-1
44.15,338.891,464.596,-1,-1,150.767,49.7645,-1,-1
44.2,339.976,462.86,-1,-1,151.696,50.9245,-1,-1
44.25,341.06,461.124,-1,-1,152.625,52.0845,-1,-1
44.3,342.145,459.388,-1,-1,153.553,53.2445,-1,-1
44.35,343.23,457.652,-1,-1,154.482,54.4045,-1,-1
44.4,344.315,455.916,-1,-1,155.41,55.5645,-1,-1
44.45,345.4,454.18,-1,-1,156.339,56.7245,-1,-1
44.5,346.484,452.444,-1,-1,157.267,57.8845,-1,-1
44.55,347.569,450.708,-1,-1,158.196,59.0445,-1,-1
44.6,348.654,448.972,-1,-1,159.125,60.2045,-1,-1
44.65,349.739,447.236,-1,-1,160.053,61.3645,-1,-1
44.7,350.824,445.5,-1,-1,160.982,62.5245,-1,-1
44.75,351.908,443.764,-1,-1,161.91,63.6845,-1,-1
